"EVENTNAME","S","biomass","date","lat","long","year","numtotal","location","region","tempS","tempB","salS","salB","PINK.SHRIMP","NORTHERN.BROWN.SHRIMP","WHITE.SHRIMP"
"1989469",20,11.686,"11/10/1989","30.753",-81.432,"1989",1033,"NORTH OF JACKSONVILLE; FERNANDINA; CUMBERLAND ISLAND","GEORGIA",20.3,21.2,34.3,34.8,0,0.094,4.524
"1989471",25,16.583,"11/10/1989","30.777",-81.397,"1989",467,"NORTH OF JACKSONVILLE; FERNANDINA; CUMBERLAND ISLAND","GEORGIA",20.5,21.2,34.5,34.7,0,0.115,0.847
"1989473",26,62.085,"11/10/1989","30.883",-81.312,"1989",232,"CUMBERLAND; JEKYLL ISLANDS","GEORGIA",20.2,21.1,33.5,33.9,0,0,0
"1989475",28,75.163,"11/10/1989","30.917",-81.308,"1989",452,"CUMBERLAND; JEKYLL ISLANDS","GEORGIA",20.6,21.2,33.5,33.6,0,0.056,0.032
"1989485",18,44.321,"11/11/1989","31.043",-81.297,"1989",242,"CUMBERLAND; JEKYLL ISLANDS","GEORGIA",19.7,21,32.3,33.7,0,0.039,0
"1989493",31,59.236,"11/11/1989","31.297",-81.2,"1989",805,"ST. SIMONS SOUND TO SAPELO ISLAND","GEORGIA",20.6,20.9,26.5,33,0,0.308,0.484
"1989495",19,20.136,"11/11/1989","31.377",-81.158,"1989",1585,"ST. SIMONS SOUND TO SAPELO ISLAND","GEORGIA",20.4,20.4,33.1,33.3,0,0,0
"1989497",19,17.544,"11/12/1989","31.432",-81.103,"1989",125,"ST. CATHERINES ISLAND","GEORGIA",20.2,20.3,33.6,33.7,0,0,0
"1989499",16,7.332,"11/12/1989","31.583",-81.088,"1989",77,"ST. CATHERINES ISLAND","GEORGIA",19.8,20,33.2,33.1,0,0,0
"1989501",24,36.595,"11/12/1989","31.583",-81.067,"1989",175,"ST. CATHERINES ISLAND","GEORGIA",20,20.2,32.8,33.1,0,0,0
"1989511",39,37.174,"11/12/1989","31.843",-80.897,"1989",698,"OSSABAW; WASSAW; TYBEE ISLANDS","GEORGIA",20.3,20.2,31.3,33.3,0,0.415,14.3
"1989515",25,135.862,"11/13/1989","31.97",-80.752,"1989",264,"OSSABAW; WASSAW; TYBEE ISLANDS","GEORGIA",19.2,19.8,31.8,32.8,0,0,0
"1989521",22,17.65,"11/13/1989","32.238",-80.53,"1989",675,"EDISTO; KIAWAH ISLANDS","SOUTH CAROLINA",20.2,20.4,32.7,32.6,0,0.05,4.424
"1989523",26,7.691,"11/13/1989","32.275",-80.467,"1989",991,"EDISTO; KIAWAH ISLANDS","SOUTH CAROLINA",20.4,20.1,30.8,32.6,0,0,2.74
"1989525",19,3.92,"11/13/1989","32.295",-80.38,"1989",131,"EDISTO; KIAWAH ISLANDS","SOUTH CAROLINA",21,20.2,30.8,33.2,0,0,0.342
"1989529",19,35.679,"11/14/1989","32.397",-80.283,"1989",493,"KIAWAH ISLAND","SOUTH CAROLINA",20.4,20.3,33.8,33.6,0,0,1.844
"1990001",20,32.602,"4/23/1990","32.807",-79.673,"1990",444,"SULLIVANS ISLAND; ISLE OF PALMS; DEWEES; CAPERS; BULLS ISLANDS","SOUTH CAROLINA",19.1,19.3,32.4,33,0.018,0,0
"1990003",26,38.813,"4/23/1990","32.84",-79.647,"1990",810,"SULLIVANS ISLAND; ISLE OF PALMS; DEWEES; CAPERS; BULLS ISLANDS","SOUTH CAROLINA",19.5,19,31.8,32.9,0.106,0.035,0.142
"1990005",11,20.399,"4/23/1990","32.888",-79.517,"1990",113,"SULLIVANS ISLAND; ISLE OF PALMS; DEWEES; CAPERS; BULLS ISLANDS","SOUTH CAROLINA",19.7,19.3,32.2,32.5,0,0.034,0.014
"1990007",12,57.917,"4/23/1990","32.91",-79.438,"1990",83,"SULLIVANS ISLAND; ISLE OF PALMS; DEWEES; CAPERS; BULLS ISLANDS","SOUTH CAROLINA",20.4,19.1,32.2,32.7,0,0,0
"1990009",19,18.233,"4/23/1990","32.947",-79.388,"1990",501,"SANDY PT.; CAPE ROMAIN; MURPHY; NORTH; SOUTH ISLANDS","SOUTH CAROLINA",19.2,19.2,32.3,32.3,0,0,0
"1990011",27,32.525,"4/23/1990","32.987",-79.267,"1990",777,"SANDY PT.; CAPE ROMAIN; MURPHY; NORTH; SOUTH ISLANDS","SOUTH CAROLINA",19.3,18.5,33,32.9,0.085,0,0.154
"1990013",15,37.898,"4/24/1990","33.78",-77.963,"1990",1291,"LITTLE RIVER INLET TO CAPE FEAR","LONG BAY",18.4,18,34.2,34.4,0.105,0,0
"1990015",29,202.625,"4/24/1990","33.897",-78.21,"1990",3373,"LITTLE RIVER INLET TO CAPE FEAR","LONG BAY",19.7,19.3,32.7,33.5,0.169,0,0.149
"1990017",16,48.993,"4/24/1990","33.888",-78.287,"1990",966,"LITTLE RIVER INLET TO CAPE FEAR","LONG BAY",19.8,19,33.4,33.8,0,0,0
"1990019",28,893.239,"4/24/1990","33.885",-78.343,"1990",16837,"LITTLE RIVER INLET TO CAPE FEAR","LONG BAY",20,19,33.4,33.8,0.09,0,0.076
"1990021",26,542.042,"4/24/1990","33.818",-78.555,"1990",11985,"MYRTLE BEACH; CRESCENT BEACH; CHERRY PT.; WATIES ISLAND","LONG BAY",20.5,18.9,33.1,33.9,0.166,0,0.044
"1990023",30,234.043,"4/24/1990","33.817",-78.605,"1990",3153,"MYRTLE BEACH; CRESCENT BEACH; CHERRY PT.; WATIES ISLAND","LONG BAY",20.2,19.1,33.3,33.3,0.753,0,0.196
"1990025",14,177.858,"4/25/1990","33.79",-78.642,"1990",176,"MYRTLE BEACH; CRESCENT BEACH; CHERRY PT.; WATIES ISLAND","LONG BAY",19.1,18.6,33.7,33.8,0,0,0
"1990027",12,138.952,"4/25/1990","33.782",-78.68,"1990",69,"MYRTLE BEACH; CRESCENT BEACH; CHERRY PT.; WATIES ISLAND","LONG BAY",0,0,0,0,0,0,0
"1990029",13,219.688,"4/25/1990","33.608",-78.928,"1990",98,"DEBIDUE IS.; MAGNOLIA BEACH; SURFSIDE BEACH","LONG BAY",20.5,19.1,33.8,34,0,0,0
"1990031",14,60.844,"4/25/1990","33.418",-79.098,"1990",170,"DEBIDUE IS.; MAGNOLIA BEACH; SURFSIDE BEACH","LONG BAY",19.7,18.8,33.9,34.3,0,0,0
"1990033",15,72.018,"4/25/1990","33.372",-79.12,"1990",143,"DEBIDUE IS.; MAGNOLIA BEACH; SURFSIDE BEACH","LONG BAY",19.4,18.5,33.9,34.1,0,0,0
"1990035",12,32.645,"4/25/1990","33.355",-79.107,"1990",546,"DEBIDUE IS.; MAGNOLIA BEACH; SURFSIDE BEACH","LONG BAY",19.3,18.5,34,34,0,0,0
"1990037",13,8.062,"4/26/1990","33.345",-79.117,"1990",366,"DEBIDUE IS.; MAGNOLIA BEACH; SURFSIDE BEACH","LONG BAY",18.2,18.1,33.9,34.1,0,0,0
"1990039",14,10.099,"4/26/1990","33.317",-79.118,"1990",418,"DEBIDUE IS.; MAGNOLIA BEACH; SURFSIDE BEACH","LONG BAY",18.4,18.1,33.5,33.9,0,0,0
"1990041",15,17.968,"4/26/1990","33.323",-79.12,"1990",105,"DEBIDUE IS.; MAGNOLIA BEACH; SURFSIDE BEACH","LONG BAY",18.4,18.1,33.6,33.9,0,0,0
"1990043",13,4.803,"4/26/1990","33.3",-79.122,"1990",87,"DEBIDUE IS.; MAGNOLIA BEACH; SURFSIDE BEACH","LONG BAY",18.5,18.2,33.6,33.8,0,0,0
"1990045",19,58.966,"4/26/1990","33.218",-79.132,"1990",1489,"SANDY PT.; CAPE ROMAIN; MURPHY; NORTH; SOUTH ISLANDS","SOUTH CAROLINA",20.4,19.6,31.4,33.5,0,0.022,0.223
"1990047",11,43.397,"4/26/1990","33.137",-79.15,"1990",122,"SANDY PT.; CAPE ROMAIN; MURPHY; NORTH; SOUTH ISLANDS","SOUTH CAROLINA",19.9,21,32.4,33.3,0,0,0
"1990049",7,1.475,"4/26/1990","33.058",-79.147,"1990",34,"SANDY PT.; CAPE ROMAIN; MURPHY; NORTH; SOUTH ISLANDS","SOUTH CAROLINA",21.1,19.7,32.8,33.8,0,0,0
"1990051",11,1.064,"4/26/1990","33.068",-79.155,"1990",50,"SANDY PT.; CAPE ROMAIN; MURPHY; NORTH; SOUTH ISLANDS","SOUTH CAROLINA",20.8,19.9,33,34.1,0,0,0
"1990053",5,0.282,"4/26/1990","33.057",-79.1,"1990",12,"SANDY PT.; CAPE ROMAIN; MURPHY; NORTH; SOUTH ISLANDS","SOUTH CAROLINA",20.2,20.4,34.3,34.3,0,0,0
"1990055",7,95.18,"5/1/1990","33.712",-77.885,"1990",11,"BAY BEACH; KURE BEACH","ONSLOW BAY",21,20.3,34.5,35.1,0,0,0
"1990057",9,36.598,"5/1/1990","33.737",-77.897,"1990",123,"BAY BEACH; KURE BEACH","ONSLOW BAY",21.2,20.1,33.8,35.3,0,0,0
"1990059",23,87.925,"5/1/1990","33.79",-77.913,"1990",1418,"BAY BEACH; KURE BEACH","ONSLOW BAY",20.6,20.3,35.2,35.6,0,0,0.034
"1990061",14,60.085,"5/1/1990","33.912",-77.908,"1990",322,"BAY BEACH; KURE BEACH","ONSLOW BAY",22.6,20.5,36,35.5,0,0,0
"1990063",17,187.91,"5/1/1990","33.96",-77.873,"1990",3168,"KURE BEACH; CAROLINA BEACH; WRIGHTSVILLE BEACH","ONSLOW BAY",24.6,19,28.2,35.4,0,0,0
"1990065",19,38.43,"5/1/1990","34.068",-77.847,"1990",919,"KURE BEACH; CAROLINA BEACH; WRIGHTSVILLE BEACH","ONSLOW BAY",22.7,19.3,33.8,35.2,0,0,0
"1990067",33,541.423,"5/2/1990","35.137",-75.843,"1990",2610,"OCRACOKE ISLAND; CAPE HATTERAS","RALEIGH BAY",20.9,20.8,34.7,35.4,0,0,0
"1990069",28,35.264,"5/2/1990","35.09",-75.937,"1990",561,"OCRACOKE ISLAND; CAPE HATTERAS","RALEIGH BAY",20.9,20.7,35.3,35.7,0,0,0
"1990071",29,330.321,"5/2/1990","34.985",-76.107,"1990",778,"CORE BANKS; PORTSMOUTH ISLAND","RALEIGH BAY",20.9,20.9,35.8,35.9,0,0,0
"1990073",31,273.606,"5/2/1990","34.802",-76.333,"1990",1722,"CORE BANKS; PORTSMOUTH ISLAND","RALEIGH BAY",20.7,20.4,35.7,35.3,0.024,0,0
"1990075",14,8.332,"5/2/1990","34.497",-76.497,"1990",599,"BOGUE BANKS; SHACKLEFORD BANKS","ONSLOW BAY",19.6,19.2,35.1,35.6,0,0,0
"1990077",18,1051.03,"5/3/1990","34.653",-76.617,"1990",1611,"BOGUE BANKS; SHACKLEFORD BANKS","ONSLOW BAY",19.2,19.1,35,35.1,0,0,0
"1990079",15,33.414,"5/3/1990","34.608",-77.122,"1990",331,"TOPSAIL BEACH; BEAR ISLANDMURPHY; NORTH; SOUTH ISLANDS","ONSLOW BAY",21.4,20.9,34.8,34.9,0,0,0
"1990081",20,59.341,"5/3/1990","34.505",-77.298,"1990",942,"TOPSAIL BEACH; BEAR ISLANDMURPHY; NORTH; SOUTH ISLANDS","ONSLOW BAY",21.4,21,35.9,34.9,0,0,0
"1990083",27,51.052,"5/8/1990","32.298",-80.372,"1990",977,"EDISTO; KIAWAH ISLANDS","SOUTH CAROLINA",21.9,22.1,33.6,33.6,0.042,0,0.345
"1990085",23,118.852,"5/8/1990","32.277",-80.463,"1990",474,"EDISTO; KIAWAH ISLANDS","SOUTH CAROLINA",22.5,22.8,33.2,33.2,0,0,0.462
"1990087",22,67.902,"5/8/1990","32.237",-80.527,"1990",959,"EDISTO; KIAWAH ISLANDS","SOUTH CAROLINA",22.6,22.8,33.4,33.3,0,0,0.034
"1990089",26,12.848,"5/8/1990","32.187",-80.533,"1990",849,"EDISTO; KIAWAH ISLANDS","SOUTH CAROLINA",22.6,22.5,32.7,32.8,0,0,0
"1990091",25,18.459,"5/8/1990","32.072",-80.752,"1990",279,"EDISTO; KIAWAH ISLANDS","SOUTH CAROLINA",24.2,22.5,29.3,32,0,0,0
"1990093",12,33.528,"5/8/1990","31.97",-80.748,"1990",189,"OSSABAW; WASSAW; TYBEE ISLANDS","GEORGIA",23.7,22.4,30.2,32.8,0,0,0
"1990097",30,149.422,"5/8/1990","31.853",-80.89,"1990",2678,"OSSABAW; WASSAW; TYBEE ISLANDS","GEORGIA",22.9,22.1,31.4,32,0,0,1.234
"1990109",33,101.14,"5/9/1990","32.558",-80.077,"1990",1860,"KIAWAH ISLAND","SOUTH CAROLINA",23,22.6,33,33.2,0.101,0.03,1.306
"1990111",5,8.082,"5/16/1990","31.38",-81.157,"1990",71,"ST. SIMONS SOUND TO SAPELO ISLAND","GEORGIA",24.6,24.3,31.3,32.4,0,0,0
"1990113",19,25.081,"5/16/1990","31.307",-81.2,"1990",1727,"ST. SIMONS SOUND TO SAPELO ISLAND","GEORGIA",25,23.5,25.4,32.8,0,0,0
"1990115",17,26.865,"5/16/1990","31.215",-81.235,"1990",270,"ST. SIMONS SOUND TO SAPELO ISLAND","GEORGIA",25.6,24.2,30.6,33,0,0,0.07
"1990125",17,29.145,"5/16/1990","31.043",-81.298,"1990",343,"CUMBERLAND; JEKYLL ISLANDS","GEORGIA",25.4,24.2,33.2,33.6,0,0.016,0
"1990133",34,112.53,"5/18/1990","29.39",-81.073,"1990",1354,"DAYTONA; ORMOND-BY-THE-SEA; FLAGLER BEACH","FLORIDA",23.6,23.5,36.5,36.5,0.022,0.086,0
"1990139",30,355.078,"5/18/1990","29.232",-80.997,"1990",4813,"DAYTONA; ORMOND-BY-THE-SEA; FLAGLER BEACH","FLORIDA",24.1,24.1,36.5,36.5,0,0,0
"1990141",33,88.104,"5/18/1990","29.022",-80.87,"1990",547,"NEW SMYRNA BEACH; PONCE DE LEON INLET","FLORIDA",23.9,24.2,36.4,36.4,0.047,4.1,0.207
"1990143",32,1171.843,"5/18/1990","28.958",-80.83,"1990",11977,"NEW SMYRNA BEACH; PONCE DE LEON INLET","FLORIDA",23.8,23.8,36.4,36.4,0,1.275,0.354
"1990145",32,226.085,"5/19/1990","28.912",-80.798,"1990",3331,"ELDORA BEACH","FLORIDA",23.7,23.8,36.4,36.3,0,0.135,0.215
"1990147",27,35.276,"5/19/1990","28.925",-80.808,"1990",472,"ELDORA BEACH","FLORIDA",24,24.2,36.4,36.3,0,0.006,0
"1990149",19,89.048,"5/19/1990","29.598",-81.17,"1990",1166,"PALM COAST; ST. AUGUSTINE","FLORIDA",25.5,25.2,36.5,36.6,0,0,0
"1990153",18,150.204,"5/19/1990","29.763",-81.237,"1990",1987,"PALM COAST; ST. AUGUSTINE","FLORIDA",25.6,24.9,36.6,36.6,0,0,0
"1990157",34,275.736,"5/20/1990","29.96",-81.293,"1990",2848,"USINA BEACH; JACKSONVILLE","FLORIDA",25.7,25.5,36.5,36.6,0,0.153,1.694
"1990165",38,555.398,"5/20/1990","30.33",-81.382,"1990",5900,"USINA BEACH; JACKSONVILLE","FLORIDA",26.5,25.9,36,36,0,0,0.043
"1990171",28,152.372,"5/21/1990","30.753",-81.433,"1990",3774,"NORTH OF JACKSONVILLE; FERNANDINA; CUMBERLAND ISLAND","GEORGIA",25,25,34.7,34.7,0.087,0.639,2.94
"1990173",20,45.116,"5/21/1990","30.777",-81.397,"1990",667,"NORTH OF JACKSONVILLE; FERNANDINA; CUMBERLAND ISLAND","GEORGIA",25.4,25.5,34.7,34.7,0,0,0.037
"1990175",30,262.791,"5/21/1990","30.752",-81.417,"1990",6700,"NORTH OF JACKSONVILLE; FERNANDINA; CUMBERLAND ISLAND","GEORGIA",25.4,25.6,34.8,35.1,0.059,1.95,9.3
"1990177",9,42.623,"5/21/1990","30.883",-81.312,"1990",363,"CUMBERLAND; JEKYLL ISLANDS","GEORGIA",26.1,26.2,34.5,34.5,0,0,0
"1990179",14,18.689,"5/21/1990","30.917",-81.308,"1990",227,"CUMBERLAND; JEKYLL ISLANDS","GEORGIA",26,26.2,34.4,34.4,0,0,0
"1990181",12,14.716,"5/21/1990","30.927",-81.317,"1990",165,"CUMBERLAND; JEKYLL ISLANDS","GEORGIA",25.8,26,34.4,34.4,0,0,0
"1990183",7,3.388,"5/22/1990","31.433",-81.103,"1990",54,"ST. CATHERINES ISLAND","GEORGIA",25,25.3,33.6,33.7,0,0,0
"1990185",9,19.436,"5/22/1990","31.463",-81.082,"1990",341,"ST. CATHERINES ISLAND","GEORGIA",24.5,25,33.6,33.6,0,0,0
"1990187",7,8.572,"5/22/1990","31.585",-81.068,"1990",77,"ST. CATHERINES ISLAND","GEORGIA",24.9,25.4,32.8,32.8,0,0,0
"1990189",22,124.619,"5/22/1990","31.583",-81.087,"1990",1021,"ST. CATHERINES ISLAND","GEORGIA",25.1,25.4,32,31.9,0,0,0
"1990199",20,934.848,"5/23/1990","32.397",-80.285,"1990",14204,"KIAWAH ISLAND","SOUTH CAROLINA",22.1,22.6,34,33.9,0,0.454,9.939
"1990203",12,2276.286,"5/23/1990","32.492",-80.177,"1990",35508,"KIAWAH ISLAND","SOUTH CAROLINA",23.4,23.4,33,33.5,0,0,0.871
"1990207",31,94.442,"5/23/1990","32.597",-79.952,"1990",2887,"FOLLY BEACH","SOUTH CAROLINA",23.8,24.2,33.2,33.2,0.114,0,9.6
"1990209",31,60.543,"5/23/1990","32.622",-79.895,"1990",1604,"FOLLY BEACH","SOUTH CAROLINA",23.2,23.6,33.7,33.6,0.378,0,0.512
"1990211",29,22.692,"7/18/1990","31.217",-81.233,"1990",753,"ST. SIMONS SOUND TO SAPELO ISLAND","GEORGIA",28,28.3,36.2,36.5,0,0.706,0.299
"1990213",24,21.146,"7/18/1990","31.305",-81.2,"1990",680,"ST. SIMONS SOUND TO SAPELO ISLAND","GEORGIA",28.1,28.4,36.3,36.2,0.031,0.722,0.155
"1990215",20,50.54,"7/18/1990","31.377",-81.155,"1990",330,"ST. SIMONS SOUND TO SAPELO ISLAND","GEORGIA",28.2,28.4,36.2,36.3,0,0.027,0.018
"1990217",14,42.947,"7/18/1990","31.432",-81.105,"1990",240,"ST. CATHERINES ISLAND","GEORGIA",28,28.5,36.1,36.2,0,0,0
"1990219",20,26.244,"7/18/1990","31.467",-81.08,"1990",170,"ST. CATHERINES ISLAND","GEORGIA",28,28.5,36.1,36.1,0,0,0
"1990221",32,41.489,"7/18/1990","31.587",-81.09,"1990",911,"ST. CATHERINES ISLAND","GEORGIA",28.1,28.5,35.5,35.7,0,0.131,0.363
"1990223",23,44.221,"7/18/1990","31.583",-81.07,"1990",547,"ST. CATHERINES ISLAND","GEORGIA",28.1,28.7,36,36.1,0,0.038,0.523
"1990225",23,36.618,"7/18/1990","31.853",-80.887,"1990",780,"OSSABAW; WASSAW; TYBEE ISLANDS","GEORGIA",28.3,28.7,36.1,36.3,0,1.572,0.154
"1990227",28,36.141,"7/19/1990","31.97",-80.752,"1990",224,"OSSABAW; WASSAW; TYBEE ISLANDS","GEORGIA",28.2,28.5,35.6,35.7,0,0.03,0
"1990229",29,379.19,"7/19/1990","32.07",-80.753,"1990",7290,"EDISTO; KIAWAH ISLANDS","SOUTH CAROLINA",28,28.7,33.7,34.9,0.009,0.468,0.127
"1990231",15,8.825,"7/19/1990","32.187",-80.532,"1990",88,"EDISTO; KIAWAH ISLANDS","SOUTH CAROLINA",28.3,28.4,34,34.5,0,0,0
"1990233",30,21.627,"7/19/1990","32.235",-80.532,"1990",483,"EDISTO; KIAWAH ISLANDS","SOUTH CAROLINA",28.2,28.6,34,34,0,0.901,0.044
"1990235",30,22.827,"7/19/1990","32.277",-80.467,"1990",574,"EDISTO; KIAWAH ISLANDS","SOUTH CAROLINA",28.4,29,34.9,34.7,0,1.915,0
"1990237",12,2.984,"7/19/1990","32.293",-80.388,"1990",45,"EDISTO; KIAWAH ISLANDS","SOUTH CAROLINA",28.6,29,34.6,34.8,0,0,0
"1990241",20,101.515,"7/19/1990","32.397",-80.285,"1990",2283,"KIAWAH ISLAND","SOUTH CAROLINA",28.5,28.8,35.2,35.3,0,1.544,2.799
"1990243",27,87.689,"7/20/1990","32.492",-80.177,"1990",2136,"KIAWAH ISLAND","SOUTH CAROLINA",28.1,28.7,34.8,34.7,0,1.704,1.324
"1990245",24,20.58,"7/20/1990","32.557",-80.078,"1990",661,"KIAWAH ISLAND","SOUTH CAROLINA",28.4,28.7,33.9,34,0.021,3.7,0.153
"1990247",23,20.693,"7/20/1990","32.598",-79.948,"1990",844,"FOLLY BEACH","SOUTH CAROLINA",28.7,29,33.2,34.5,0,4.9,0.097
"1990249",32,18.617,"7/20/1990","32.62",-79.895,"1990",364,"FOLLY BEACH","SOUTH CAROLINA",29,29.4,32.5,34.4,0,0.468,0
"1990251",31,187.576,"7/20/1990","32.805",-79.673,"1990",3594,"SULLIVANS ISLAND; ISLE OF PALMS; DEWEES; CAPERS; BULLS ISLANDS","SOUTH CAROLINA",28.8,28.7,33.9,33.9,0,0.525,0.686
"1990253",30,53.921,"7/24/1990","32.84",-79.648,"1990",1153,"SULLIVANS ISLAND; ISLE OF PALMS; DEWEES; CAPERS; BULLS ISLANDS","SOUTH CAROLINA",28.4,28.8,34.7,35.3,0,0.415,0.402
"1990255",30,199.32,"7/24/1990","32.892",-79.513,"1990",2983,"SULLIVANS ISLAND; ISLE OF PALMS; DEWEES; CAPERS; BULLS ISLANDS","SOUTH CAROLINA",28.6,27.7,34.6,35.8,0,0.816,1.027
"1990257",22,13.983,"7/24/1990","32.913",-79.435,"1990",153,"SULLIVANS ISLAND; ISLE OF PALMS; DEWEES; CAPERS; BULLS ISLANDS","SOUTH CAROLINA",28.6,27.3,35,35.9,0,0,0
"1990259",16,59.049,"7/24/1990","32.947",-79.388,"1990",158,"SANDY PT.; CAPE ROMAIN; MURPHY; NORTH; SOUTH ISLANDS","SOUTH CAROLINA",29.5,27.5,35,35.9,0,0,0
"1990261",35,105.302,"7/24/1990","32.983",-79.267,"1990",1346,"SANDY PT.; CAPE ROMAIN; MURPHY; NORTH; SOUTH ISLANDS","SOUTH CAROLINA",29.8,25.8,35.3,36.2,0,0.038,0.063
"1990263",17,12.744,"7/24/1990","33.068",-79.155,"1990",149,"SANDY PT.; CAPE ROMAIN; MURPHY; NORTH; SOUTH ISLANDS","SOUTH CAROLINA",29.8,26.3,35.4,36.1,0,0,0
"1990265",12,8.92,"7/24/1990","33.048",-79.1,"1990",282,"SANDY PT.; CAPE ROMAIN; MURPHY; NORTH; SOUTH ISLANDS","SOUTH CAROLINA",29.4,27.2,35.4,35.7,0,0,0
"1990267",12,14.251,"7/24/1990","33.058",-79.147,"1990",290,"SANDY PT.; CAPE ROMAIN; MURPHY; NORTH; SOUTH ISLANDS","SOUTH CAROLINA",28.5,26.1,35.4,35.8,0,0,0
"1990269",25,26.219,"7/24/1990","33.137",-79.148,"1990",350,"SANDY PT.; CAPE ROMAIN; MURPHY; NORTH; SOUTH ISLANDS","SOUTH CAROLINA",28.6,26.4,33.2,35.8,0,0.03,0
"1990271",22,221.968,"7/24/1990","33.22",-79.132,"1990",4844,"SANDY PT.; CAPE ROMAIN; MURPHY; NORTH; SOUTH ISLANDS","SOUTH CAROLINA",28.4,26,29.1,35.4,0.016,4.9,0.357
"1990273",15,18.639,"7/25/1990","33.3",-79.123,"1990",214,"DEBIDUE IS.; MAGNOLIA BEACH; SURFSIDE BEACH","LONG BAY",26.5,26.8,35.1,35.1,0,0,0
"1990275",18,20.249,"7/25/1990","33.322",-79.122,"1990",180,"DEBIDUE IS.; MAGNOLIA BEACH; SURFSIDE BEACH","LONG BAY",26.8,27,35.2,35.3,0,0,0
"1990277",19,22.497,"7/25/1990","33.317",-79.117,"1990",163,"DEBIDUE IS.; MAGNOLIA BEACH; SURFSIDE BEACH","LONG BAY",26.8,27,35.3,35.2,0,0,0
"1990279",28,27.214,"7/25/1990","33.343",-79.117,"1990",194,"DEBIDUE IS.; MAGNOLIA BEACH; SURFSIDE BEACH","LONG BAY",26.9,27.2,35.4,35.4,0,0,0
"1990281",37,164.442,"7/25/1990","33.353",-79.11,"1990",1895,"DEBIDUE IS.; MAGNOLIA BEACH; SURFSIDE BEACH","LONG BAY",27.2,27.5,35.3,35.2,0,0.07,0
"1990283",34,24.411,"7/25/1990","33.37",-79.12,"1990",226,"DEBIDUE IS.; MAGNOLIA BEACH; SURFSIDE BEACH","LONG BAY",27.3,27.6,35.4,35.3,0,0,0
"1990285",28,13.757,"7/25/1990","33.418",-79.098,"1990",307,"DEBIDUE IS.; MAGNOLIA BEACH; SURFSIDE BEACH","LONG BAY",27.9,28,35.2,35.4,0,0,0
"1990287",26,56.564,"7/25/1990","33.598",-78.937,"1990",528,"DEBIDUE IS.; MAGNOLIA BEACH; SURFSIDE BEACH","LONG BAY",27.9,28.1,35.4,35.4,0,0,0
"1990289",23,3.453,"7/25/1990","33.788",-78.682,"1990",146,"MYRTLE BEACH; CRESCENT BEACH; CHERRY PT.; WATIES ISLAND","LONG BAY",27.8,26.8,35.5,35.9,0,1.225,0
"1990291",20,9.018,"7/26/1990","33.79",-78.642,"1990",411,"MYRTLE BEACH; CRESCENT BEACH; CHERRY PT.; WATIES ISLAND","LONG BAY",27.7,28.2,35.5,35.4,0,0.029,0
"1990293",17,56.235,"7/26/1990","33.803",-78.61,"1990",673,"MYRTLE BEACH; CRESCENT BEACH; CHERRY PT.; WATIES ISLAND","LONG BAY",27.8,28.3,35.4,35.5,0,0.03,0
"1990295",26,36.084,"7/26/1990","33.82",-78.567,"1990",540,"MYRTLE BEACH; CRESCENT BEACH; CHERRY PT.; WATIES ISLAND","LONG BAY",27.9,28.4,35.5,35.3,0,0.249,0
"1990297",23,12.197,"7/26/1990","33.885",-78.343,"1990",197,"LITTLE RIVER INLET TO CAPE FEAR","LONG BAY",28.4,28.2,35.2,35.3,0,0.051,0
"1990299",24,17.803,"7/26/1990","33.887",-78.285,"1990",155,"LITTLE RIVER INLET TO CAPE FEAR","LONG BAY",28.8,29.1,35.1,35.1,0,0,0
"1990301",35,14.903,"7/26/1990","33.897",-78.213,"1990",179,"LITTLE RIVER INLET TO CAPE FEAR","LONG BAY",28.9,29.4,34.9,35,0,0.564,0
"1990303",25,30.138,"7/26/1990","33.783",-77.965,"1990",500,"LITTLE RIVER INLET TO CAPE FEAR","LONG BAY",28.3,28.7,35.8,35.7,0,0.614,0
"1990305",14,11.952,"7/31/1990","33.715",-77.883,"1990",66,"BAY BEACH; KURE BEACH","ONSLOW BAY",27.7,27.8,35.7,35.8,0,0.228,0
"1990307",12,11.269,"7/31/1990","33.738",-77.895,"1990",67,"BAY BEACH; KURE BEACH","ONSLOW BAY",27.7,28,35.6,35.6,0,0,0
"1990309",30,122.809,"7/31/1990","33.792",-77.913,"1990",1660,"BAY BEACH; KURE BEACH","ONSLOW BAY",28,28.5,35.2,35.2,0,0.396,0
"1990311",32,80.723,"7/31/1990","33.912",-77.908,"1990",778,"BAY BEACH; KURE BEACH","ONSLOW BAY",27.8,28.3,35.7,35.6,0,0.056,0
"1990313",33,129.532,"7/31/1990","34.048",-77.873,"1990",1741,"KURE BEACH; CAROLINA BEACH; WRIGHTSVILLE BEACH","ONSLOW BAY",28,28.3,35.6,35.6,0,0.105,0
"1990315",31,140.462,"7/31/1990","34.09",-77.857,"1990",1846,"KURE BEACH; CAROLINA BEACH; WRIGHTSVILLE BEACH","ONSLOW BAY",28.7,28.7,35.7,35.8,0,0.953,0
"1990317",30,73.837,"8/1/1990","35.09",-75.937,"1990",1180,"OCRACOKE ISLAND; CAPE HATTERAS","RALEIGH BAY",26.7,26.9,33.3,34.5,0,0.158,0
