"unique_ID","boot","S","sPIE","s_N","s_Hill","s_asym","Nind","biomass","shrimp_bio","flounder_bio","tempS","tempB","salS","salB"
"1246 _ a","12",59,4.12814758724757,54.6984130852831,329.793142520636,64.1242128261149,7781,1425.056,1.672,8.662,23.4,23.56,"33.5","34.92"
"2319 _ a","12",52,9.12780204698558,63.996535737626,208.034230827781,69.7407086223984,2018,170.612,13.213,0.62,25.9,25.44,"34.24","34.34"
"1294 _ a","12",63,9.6079962000463,54.9817452612321,400.458744377894,68.7493615813866,10573,892.076,1.013,3.585,22.7,22.54,"34.78","35.02"
"1532 _ a","12",58,3.33903538960879,51.4844657421735,380.381279338793,65.6417967996915,8151,543.747,1.886,0.849,22.6,22.22,"34.42","34.72"
"1973 _ a","12",53,4.98314734077304,78.0870584064012,178.262932450096,108.212449933244,1498,59.295,0.694,2.965,22.5,22.34,"33.04","33.62"
"1972 _ a","12",53,3.16617648937582,47.7369739202401,337.923712536805,67.9981863523011,8822,486.257,3.546,6.234,24.36,23.98,"30.56","32.84"
"2670 _ a","12",50,3.33906372558419,38.8243716110516,468.270023711704,52.4997713912475,15310,574.201,0.636,0.663,24.2,24.02,"35.94","35.94"
"2721 _ a","12",58,1.75970980092599,48.1788024883582,447.122653594395,63.7494349100042,11945,388.916,4.807,0.72,24.66,24.8,"35.94","35.92"
"2569 _ a","12",64,4.3169062712669,50.5498822611533,531.423103662859,71.3328277619365,16483,962.741,1.59,0.672,24.7,24.92,"35.62","35.66"
"2519 _ a","12",62,6.5116828917195,50.013589198302,499.136723894899,82.1234515868944,13643,866.19,8.763,1.865,24.58,24.42,"35.48","35.5"
"1826 _ a","12",49,4.52745168136253,47.8477300064624,235.404626376707,52.4991224648986,5128,167.142,14.764,2.612,25.68,26,"33.14","33.88"
"1777 _ b","12",55,5.51249801915955,53.6113843585261,243.76486807584,66.2476838721876,5289,644.085,16.996,1.353,24.694,24.162,"33.7678","34.0368"
"1586 _ b","12",47,9.45662796623597,50.1600311281407,174.820906339467,50.5692537719179,2102,121.471,0.178,3.472,22.874,22.292,"34.33","34.697"
"1534 _ b","12",54,3.4106848526732,46.418973293256,388.556256566992,59.1245110561188,12527,806.966,10.132,5.351,25.246,24.048,"34.8686","35.2168"
"1532 _ b","12",47,8.4286029941402,48.3367408015787,262.923689422805,81.9913503123498,4162,171.5,1.676,0.362,23.114,22.228,"34.4648","34.8468"
"1582 _ b","12",51,6.53965074016801,52.3014827407837,253.355218315091,62.4968640240843,3986,467.095,0.032,2.938,21.03,20.366,"34.4634","34.8094"
"1630 _ b","12",59,5.44030846286344,54.4810601612685,358.765565361104,66.998647226815,6653,644.609,0.008,1.282,20.962,19.696,"34.6836","35.0068"
"1680 _ b","12",57,6.99274767408578,57.138706191711,223.747080849996,57.5620599831034,3551,449.461,4.016,1.597,20.906,20.382,"34.2256","34.635"
"1778 _ b","12",57,10.5410379868232,69.323009654067,202.83238358171,71.9910714285714,1792,237.808,10.65,1.657,20.136,19.988,"33.6592","33.9212"
"1730 _ b","12",45,6.04410641547862,52.5889584816016,131.843594070153,52.6339926739927,975,89.111,0.683,0,22.806,21.674,"32.5064","34.1768"
"1826 _ b","12",40,6.3856501075418,52.5500977843268,138.628472835976,54.1125411861615,1214,283.164,0.589,1.783,25.22,24.75,"34.5442","34.8972"
"1875 _ b","12",51,6.69940142162365,54.4692796152161,204.689881471835,56.7475507982583,2756,285.334,6.692,2.336,21.422,20.778,"33.26","33.6844"
"1924 _ b","12",41,4.05452789614113,47.122534429632,123.579893352155,47.1349470020566,903,45.432,0.173,2.108,25.338,25.418,"34.6","34.7646"
"1923 _ b","12",54,8.18280554113501,75.827181533738,155.653297472995,78.5766210045662,1095,227.489,0.554,1.128,21.374,21.232,"33.1656","33.7236"
"1973 _ b","12",42,5.66514791040086,48.18956486043,117.163761413757,48.1898734177215,711,97.663,0.529,1.248,23.296,23.034,"33.2298","33.414"
"1972 _ b","12",44,9.57947426790157,44.387152769025,102.368693683117,44.3871527777778,800,118.945,3.08,3.358,22.492,21.878,"29.5818","32.3716"
"2022 _ b","12",48,6.16735340729002,72.4555730636307,156.091445142362,75.8732654949121,1081,115.165,0.045,0.48,21.864,21.116,"29.8564","33.0948"
"2021 _ b","12",56,9.37506666142732,61.6072826423071,238.140113295256,83.1577700568541,3166,139.613,17.503,1.495,21.978,21.514,"31.241","32.3412"
"1536 _ b","12",58,4.6254965496032,47.8896422658758,453.246648657991,64.6810039986511,9435,863.086,0.72,0.632,21.018,20.266,"34.5056","34.884"
"1486 _ b","12",48,3.89089883070453,34.5254581301671,530.376328587284,82.9978847170809,17019,1431.819,4.975,0.808,22.59,22.178,"35.3644","35.631"
"2219 _ b","12",47,10.9581105527638,50.3694274985647,159.912663362423,50.8974923234391,1954,110.398,9.37,1.119,25.252,25.074,"32.786","33.289"
"2269 _ b","12",38,6.52020592472854,49.9362168727928,108.405044883615,50.4843387470998,862,38.635,14.726,1.074,24.884,24.492,"30.5896","33.826"
"2319 _ b","12",42,5.47797856058205,41.8605823540766,189.805948579043,42.5995811518325,3820,171.64,1.66,0.318,25.318,24.184,"33.7074","33.8776"
"2318 _ b","12",50,8.06853550297134,50.8015074733383,272.653810179125,72.994450867052,4325,168.484,11.598,0.198,25.414,24.294,"33.6396","33.8348"
"2771 _ b","12",58,10.6939745561303,80.920998296246,189.833916949946,89.377868852459,1464,152.021,0.066,0.714,25.854,25.644,"35.6342","35.671"
"2721 _ b","12",59,7.58349956892976,64.0735927028572,208.464082488919,64.5422631975533,2051,261.722,0.222,0.364,25.774,25.062,"34.3536","34.5594"
"2670 _ b","12",50,3.54923327125076,55.0415951794619,216.49981631676,57.6394967784937,2572,448.306,0.23,0.392,25.402,24.278,"35.6438","35.6116"
"2620 _ b","12",60,4.13942704972325,50.7239220498838,428.73184273954,64.7852013677812,11280,459.816,8.168,2.104,25.504,25.23,"34.634","35.4296"
"2569 _ b","12",50,5.19802981041214,49.2443732406519,257.564596937207,50.2497363981442,4742,187.532,1.475,1.458,24.544,24.172,"34.2312","34.3678"
"2519 _ b","12",62,4.48081104496106,50.7475980910774,507.055393902885,85.9986280320492,18222,945.05,4.854,4.567,23.912,23.27,"33.851","34.247"
"2419 _ b","12",64,4.66038615662084,56.7235334313658,408.415485062422,82.5975490809053,7997,603.622,20.873,1.991,25.452,25.12,"34.3102","34.817"
"2169 _ b","12",56,10.3787730423439,58.711596189099,248.254662351252,65.0804679359667,3519,225.517,34.342,1.201,25.498,24.842,"27.7774","33.31"
"2170 _ b","12",39,5.42618162506639,51.2979488735448,98.2190039113519,51.4798807749627,671,129.715,3.265,0.349,23.006,22.742,"30.9568","32.8964"
"2120 _ b","12",37,9.01204701432927,41.8539763421773,102.45463806873,41.9942965779468,1052,51.31,1.611,0,23.55,22.788,"31.3346","31.9666"
"1246 _ b","12",66,7.80082574170449,52.1563198977351,531.035861964108,70.0622052401747,17175,1321.253,16.912,33.742,21.46,20.728,"32.57","34.2248"
"1340 _ b","12",60,4.33005635782063,48.8311696574638,476.717775704091,101.246556922826,12271,854.452,7.415,3.3,24.596,23.68,"35.6598","35.8718"
"1294 _ b","12",68,7.05155616671442,59.999989548738,412.027278760117,73.7214783667146,9037,911.909,15.224,7.287,22.294,22.136,"35.0594","35.325"
"1777 _ c","12",60,6.93817118099972,58.1164805975662,289.495115087041,63.0826098511694,5644,751.007,26.768,2.591,24.774,24.572,"32.1682","33.1378"
"1778 _ c","12",55,11.9792661563197,59.0669526701057,193.660414915884,60.7472426470588,2448,157.471,12.483,0.924,23.754,23.69,"31.8642","32.7224"
"1536 _ c","12",49,4.60439825465732,53.211959344636,221.147638545966,57.9965265717263,2879,302.502,1.039,0.56,25.018,24.806,"34.924","35.0354"
"1586 _ c","12",43,8.15835640802797,76.0875471443589,116.412223910955,102.432703003337,899,98.774,0.491,0.536,19.416,19.242,"33.6746","33.9766"
"1534 _ c","12",NA,4.57584841382808,50.262991839586,300.260627693912,61.9988535031847,7850,286.801,12.183,3.319,25.292,23.555,"33.6678","34.34025"
"1532 _ c","12",43,4.49419579280373,42.8990754557158,196.320658893039,44.6659870880054,3924,246.749,1.205,0.249,22.736,21.732,"34.1376","34.3256"
"1582 _ c","12",56,6.99224868179619,55.1131399155636,277.907397692404,85.2438876540715,4949,513.929,0.1,0.776,25.758,24.714,"34.512","34.5502"
"1630 _ c","12",56,4.66855779612641,58.9507601431534,289.506854406011,97.6559221019055,3971,671.578,0.36,0.992,21.62,21.27,"33.5622","33.8922"
"1680 _ c","12",47,4.159240442577,48.6590364886082,202.980079666049,52.1231645190291,3337,363.012,1.398,0.574,20.186,19.228,"33.6138","33.6652"
"1730 _ c","12",42,3.10580629070035,63.3082369304087,160.082777795523,69.1027315914489,1263,111.471,0.13,0.382,21.292,20.85,"32.9902","33.473"
"1486 _ c","12",51,8.01484505740729,46.3635392911714,330.609881031474,54.8993855799373,7975,427.838,20.379,1.393,20.638,20.02,"34.9632","35.2942"
"1340 _ c","12",66,7.97216286623026,63.1430027145419,343.653147550252,81.3304768567098,5718,290.862,25.224,3.345,22.414,21.904,"35.2142","35.2984"
"1246 _ c","12",62,7.02977494052474,52.817177633388,428.221346515019,65.5710432520952,11864,646.139,5.57,1.902,21.938,21.622,"34.1062","34.7818"
"1294 _ c","12",61,6.02330159797466,52.8742255414093,402.465131645603,63.0622215655969,10999,824.362,11.814,3.789,21.256,20.996,"33.1816","34.2262"
"2022 _ c","12",40,7.69687116432309,44.055698780751,117.772669866372,44.0565159574468,846,84.301,0,0.317,23.692,23.074,"31.6348","33.187"
"2021 _ c","12",43,4.98364616700684,42.4514233991769,277.344010578551,57.1218489583333,4800,135.416,26.343,0.048,25.868,25.688,"32.4948","33.4164"
"2120 _ c","12",31,5.36736376900467,42.0321555009857,102.7724618634,42.0830294530154,713,37.562,0.037,0.388,21.732,21.116,"32.3962","32.7778"
"2419 _ c","12",51,3.99094738671246,43.5121069944751,381.654539960267,52.5712061679887,11562,846.079,10.939,0.535,25.654,24.874,"35.1482","35.178"
"2519 _ c","12",57,10.5251210331946,55.4467924250431,278.298828740274,58.2495871559633,5450,254.867,16.621,0.617,25.084,24.63,"34.3138","34.7106"
"2569 _ c","12",50,2.9921651151168,50.6701960534292,250.288920017736,52.199170984456,3860,125.919,36.73,0.312,24.504,24.108,"34.3086","34.3668"
"2771 _ c","12",31,4.60415211852411,33.4949770363045,93.3477313148567,33.4949928469242,699,129.547,0.133,0.176,22.554,22.274,"35.3828","35.451"
"2721 _ c","12",30,3.79250826294528,38.9397774121519,108.532540335105,39.1137249443207,898,87.024,0.009,0.362,23.852,23.47,"35.6132","35.5552"
"2670 _ c","12",52,7.03473276082343,52.0189707064328,251.049448392975,54.9990823583391,4359,468.268,1.684,0.633,24.428,23.732,"35.6158","35.757"
"2169 _ c","12",40,5.4270777607948,41.8370269253388,216.100247803231,52.4963444354184,3693,160.211,3.32,0.441,24.166,24.026,"32.1604","33.071"
"2170 _ c","12",43,7.72193308550186,49.1303229711957,98.7764125124775,49.1304778410498,577,36.963,7.536,0,26.318,26.038,"32.9992","33.4932"
"2219 _ c","12",43,5.98157161083022,47.7311716827055,137.445220446361,47.7810218978102,1233,75.312,0.06,0.159,24.518,24.168,"33.4164","33.5264"
"2269 _ c","12",41,2.81797465005532,48.1644107721264,196.913525064591,60.1587952120739,2562,56.445,0.354,0.065,26.164,26.014,"33.9992","34.2156"
"2319 _ c","12",34,3.33976441724315,40.8175116096745,158.851091077858,43.1196028784648,1876,84.655,5.02,0,23.906,23.656,"33.8036","34.1646"
"2318 _ c","12",48,9.69705175177466,48.0427515724282,261.496002736193,59.4972277666888,4509,150.069,14.788,1.018,25.32,24.686,"33.1676","33.7466"
"1972 _ c","12",45,4.84828314899427,47.3544593621906,162.31474320983,47.4981827622015,1926,163.033,2.136,0.608,24.42,24.084,"31.4108","32.5072"
"1973 _ c","12",40,5.05253821986381,49.0610818745543,142.617700736768,49.2768472906404,1160,57.599,3.013,1.051,24.738,24.462,"32.6462","33.3034"
"1923 _ c","12",47,8.96083873655232,58.7310017812719,180.138724086617,69.9879396984925,1990,131.711,2.883,0.517,25.316,25.014,"32.7688","33.2634"
"1924 _ c","12",45,8.95354060763685,48.1520462657256,210.718154581961,50.7476828012358,2913,301.765,6.276,0.642,24.102,24.114,"32.8994","33.0218"
"1875 _ c","12",47,5.46943971842679,50.0672022710169,223.38054860148,58.4962697702178,3351,150.644,24.167,0.349,25.778,25.406,"32.3612","33.169"
"1826 _ c","12",44,6.74540187561306,47.3040115754814,201.35289533071,51.0972745625841,2972,166.648,12.298,0.029,21.912,21.466,"32.2482","32.6082"
"2620 _ c","12",45,4.50897562393398,46.7772120646666,218.482549797928,48.5700254319039,3258,404.862,0.684,0.123,25.462,24.728,"35.7284","35.7306"
"1777 _ d","12",56,6.02591696071407,60.7169544938908,244.564956886797,90.9890643985419,3292,133.416,8.648,1.246,23.93,23.54,"32.9242","33.2276"
"1680 _ d","12",45,2.97032762969727,41.1460020179352,306.255972980043,56.4981454005935,6740,348.688,4.841,0.37,20.03,19.41,"31.1188","33.1622"
"1630 _ d","12",47,7.59637568149303,62.6124979497372,187.727918515879,78.6493000177211,1881,220.944,0.063,1.95,24.488,24.274,"34.3876","34.5826"
"1586 _ d","12",51,3.74308779247802,50.7636118687398,291.514578744317,57.5608767975961,4659,343.254,5.886,0.723,17.806,17.702,"31.6954","32.0854"
"1536 _ d","12",54,4.60807498377293,42.6845539081545,470.05220801006,74.3313341455034,10671,915.756,1.343,1.79,24.548,24.45,"35.0268","35.1428"
"1486 _ d","12",48,5.48934816630133,37.9844958255803,464.004601481522,91.9972979464393,16654,1312.149,5.79,1.345,22.658,22.178,"34.4348","34.6238"
"1534 _ d","12",54,2.81622601688068,46.1527904265002,396.094801225549,73.164686825054,10186,814.522,47.684,3.275,20.588,19.994,"31.5808","33.4718"
"1532 _ d","12",58,3.86172778170896,51.0170631021832,380.788590369498,81.997463474026,9856,586.305,14.832,0.811,21.752,21.842,"32.3772","33.4958"
"2319 _ d","12",48,6.04531112270413,53.0459999572562,200.555052796347,56.9961434631701,2593,58.261,12.11,0.319,27.122,25.658,"34.7872","34.9716"
"2771 _ d","12",55,12.0619670494679,59.2928429750824,244.361781050151,89.989364844904,3385,303.933,1.336,0.745,24.806,24.218,"35.8064","35.8692"
"2721 _ d","12",56,2.39835596471327,50.8202308409588,371.389646002914,74.5971142520612,6792,176.888,0.212,0.153,24.888,24.572,"35.3052","35.4204"
"2670 _ d","12",57,6.24041108202541,55.6801902153083,283.269181945699,80.9951587916344,5164,189.074,4.728,0.149,25.51,24.994,"34.96","35.0988"
"2620 _ d","12",55,4.32415732827673,52.1244094670565,330.344077152543,71.9969283276451,5860,205.682,4.529,1.844,25.372,24.89,"35.3124","35.3562"
"2569 _ d","12",46,2.99850747054946,39.4240502803028,364.584554808835,49.0495255388941,8536,160.312,0.523,0,23.786,23.44,"33.9072","34.0316"
"2519 _ d","12",52,9.70721008409789,53.3231462023577,252.053456638538,58.1410270487903,3903,207.146,18.743,0.64,23.642,23.298,"35.0094","35.0908"
"1875 _ d","12",51,4.40175714977982,46.7031626311672,320.966501083758,58.0988781163435,7220,148.003,35.705,0.552,23.626,23.142,"32.913","33.6774"
"1826 _ d","12",44,4.79393681652491,45.907139705463,171.989553751649,46.5985674492638,2513,57.195,10.627,1.164,25.276,24.994,"33.2886","33.8672"
"2022 _ d","12",50,6.51372020595926,54.5409297438198,196.344920007261,56.1399018854542,2417,156.734,17.862,0.35,23.596,23.416,"31.6102","32.2598"
"2021 _ d","12",42,7.60547053285384,43.4370582467793,207.379345985205,51.6637954239569,3715,58.599,12.988,0.406,21.916,21.51,"32.0424","32.3394"
"2120 _ d","12",49,5.17925632734976,50.9350942069662,251.709753399277,63.1210775414938,3856,110.652,7.581,0.617,22.51,22.354,"32.232","32.4448"
"2170 _ d","12",45,11.113567960191,73.0002970236061,124.845354118302,98.9477682811016,1053,143.654,23.776,0.07,24.04,23.47,"32.4216","32.7116"
"2169 _ d","12",46,11.1801900672233,48.0949714459314,184.33383861503,49.0818403412553,2735,1836.629,19.683,1.549,24.684,23.902,"32.3582","33.6606"
"1973 _ d","12",23,3.69842107789029,37.6746366927499,122.956189914591,57.9763313609467,1521,119.028,0.862,0,21.304,21.156,"32.4838","32.7454"
"1923 _ d","12",51,8.60833562420895,52.0702952686741,203.865934700039,55.99829205807,3513,303.068,17.479,0.71,24.322,24.142,"33.6956","33.8168"
"1924 _ d","12",45,5.5511102444264,47.538045611729,181.704827035737,48.8981411229135,2636,96.847,13.608,0.652,21.544,21.286,"32.0594","32.4878"
"1582 _ d","12",56,9.31895966453675,69.7197887444737,227.449851725648,91.1097380650613,2367,361.761,0.377,1.428,22.306,22.402,"33.477","34.0652"
"1246 _ d","12",57,3.39775587538529,45.05576214057,505.697116697343,73.9988593155894,15780,1107.776,34.533,0.642,22.188,22.09,"33.2362","34.0656"
"1294 _ d","12",66,7.69933518803509,53.7562038054523,497.864928317399,81.0699779505628,11079,601.91,11.159,4.088,24.386,23.384,"34.5358","34.8892"
"1340 _ d","12",52,4.90697457073339,44.3498780862015,397.936615712641,82.9976368067351,13541,253.225,47.619,2.428,21.54,21.202,"34.6052","34.8696"
"1730 _ d","12",42,4.33571855404189,45.3460935277896,170.303886105684,45.4975741239892,1855,194.918,0.482,0.442,22.906,22.784,"33.9696","34.697"
"1778 _ d","12",45,7.20788096768002,48.9627518299731,180.260838034907,50.3971892841458,2277,195.723,7.204,1.035,25.322,24.274,"34.4974","34.851"
"2318 _ d","12",46,4.43816614187862,42.4390463131243,321.868882984279,53.6414828612316,6289,197.724,6.15,0.905,24.932,23.82,"34.0264","34.428"
"2269 _ d","12",51,11.0355302862339,55.6112173603412,191.523218050404,58.0966584158416,2424,97.579,24.922,0.089,24.168,23.598,"33.4004","33.618"
"2219 _ d","12",49,4.39576920386176,49.3785517563944,250.889748156395,64.6628536566766,4371,117.986,0.526,0.693,25.574,24.748,"33.632","34.068"
"2419 _ d","12",57,5.70847413858238,52.8141036216181,341.979666363796,64.6415560955678,6643,324.926,13.999,0.913,25.544,25.074,"34.5426","34.6254"
"1972 _ d","12",39,10.1439835779606,40.4729271263642,125.150701520361,40.4983530961792,1518,94.788,2.039,6.654,23.668,23.602,"32.9932","33.2026"
"1875 _ e","12",46,9.24691751191022,44.8510196197781,249.102922105966,85.4920338316286,5084,163.784,13.171,1.099,22.582,22.496,"32.6246","33.5182"
"1923 _ e","12",NA,3.9713638880613,38.5607782940666,198.612920827883,46.9985701519214,5595,264.985,11.69,2.149,22.8875,22.4125,"34.74325","35.409"
"1973 _ e","12",32,5.36990011850347,37.0134024434025,97.3640326482068,37.2435963114754,976,69.782,0.13,0.302,24.738,24.206,"34.4982","35.0608"
"1972 _ e","12",46,5.56481082830329,51.212204680564,206.756569588332,61.6607417940514,2813,213.235,0.107,0.812,23.05,23.05,"32.927","33.448"
"2022 _ e","12",41,3.59428001108215,46.0798400404118,144.299652094442,46.3956403269755,1468,109.009,0.182,0.276,24.074,23.4,"33.3384","34.4802"
"2419 _ e","12",53,3.71571685881591,36.2264378715893,668.615574940063,84.6653811341545,25411,2290.35,4.418,0.611,23.4,23.192,"33.5764","34.3424"
"2519 _ e","12",42,9.57905201798154,50.4227266135972,130.606630411762,51.1168739967897,1246,95.833,0.405,0.411,23.284,22.754,"33.3212","33.7484"
"2569 _ e","12",51,6.46058998897266,45.0125011024269,352.458844061617,66.6647123202001,8528,234.32,10.278,0.269,22.852,22.512,"35.3622","35.3118"
"2620 _ e","12",46,5.5484506861264,44.0169413535114,271.921434774743,51.1239336699164,5744,352.411,8.845,0,25.638,25.46,"34.8524","34.9176"
"2169 _ e","12",51,5.3649090928299,55.4179253425434,188.272878233551,56.7470053238687,2254,178.647,7.459,0.165,24.448,23.582,"33.6352","34.7024"
"2170 _ e","12",49,11.7918950227302,55.4016306481965,154.29563599022,56.0947976878613,1557,224.623,2.316,0.175,23.742,22.914,"31.6846","33.8478"
"2120 _ e","12",45,3.01176632923143,57.9021728527179,177.948894295056,60.3227956989247,1550,71.489,1.027,0.09,25.526,25.158,"33.412","33.6338"
"1826 _ e","12",47,2.75185557021793,48.1923949740178,193.378900787072,48.5704918032787,2745,119.121,14.834,6.096,20.056,20.044,"34.016","34.6916"
"2670 _ e","12",41,5.33157327559755,42.4708078768033,183.871486454043,43.5987788331072,2948,278.893,1.118,0,24.83,24.094,"35.7752","35.8166"
